filepath,class_name,class_id,x_center,y_center,width,height
data/raw/train/images/00001_jpg.rf.20b4c0ea70042e2ac8bcaf42dab45f38.jpg,TEAM 2,6,0.609375,0.321875,0.0109375,0.04140625
data/raw/train/images/00001_jpg.rf.20b4c0ea70042e2ac8bcaf42dab45f38.jpg,TEAM 2,6,0.57890625,0.39140625,0.01015625,0.046875
data/raw/train/images/00001_jpg.rf.20b4c0ea70042e2ac8bcaf42dab45f38.jpg,TEAM 2,6,0.5328125,0.2921875,0.0078125,0.0390625
data/raw/train/images/00001_jpg.rf.20b4c0ea70042e2ac8bcaf42dab45f38.jpg,TEAM 2,6,0.7046875,0.4984375,0.01796875,0.0625
data/raw/train/images/00001_jpg.rf.20b4c0ea70042e2ac8bcaf42dab45f38.jpg,TEAM 2,6,0.4625,0.3578125,0.01328125,0.04765625
data/raw/train/images/00001_jpg.rf.20b4c0ea70042e2ac8bcaf42dab45f38.jpg,TEAM 2,6,0.4234375,0.40234375,0.01484375,0.05234375
data/raw/train/images/00001_jpg.rf.20b4c0ea70042e2ac8bcaf42dab45f38.jpg,TEAM 2,6,0.45546875,0.3234375,0.0109375,0.04296875
data/raw/train/images/00001_jpg.rf.20b4c0ea70042e2ac8bcaf42dab45f38.jpg,TEAM 1,5,0.7203125,0.50625,0.0203125,0.06875
data/raw/train/images/00001_jpg.rf.20b4c0ea70042e2ac8bcaf42dab45f38.jpg,TEAM 1,5,0.7140625,0.3734375,0.0109375,0.05
data/raw/train/images/00001_jpg.rf.20b4c0ea70042e2ac8bcaf42dab45f38.jpg,TEAM 1,5,0.62265625,0.3171875,0.00703125,0.040625
data/raw/train/images/00001_jpg.rf.20b4c0ea70042e2ac8bcaf42dab45f38.jpg,TEAM 1,5,0.5984375,0.27890625,0.0078125,0.03828125
data/raw/train/images/00001_jpg.rf.20b4c0ea70042e2ac8bcaf42dab45f38.jpg,TEAM 1,5,0.61796875,0.6859375,0.03125,0.09140625
data/raw/train/images/00001_jpg.rf.20b4c0ea70042e2ac8bcaf42dab45f38.jpg,TEAM 1,5,0.20390625,0.475,0.01484375,0.0625
data/raw/train/images/00001_jpg.rf.20b4c0ea70042e2ac8bcaf42dab45f38.jpg,TEAM 1,5,0.246875,0.38125,0.00859375,0.053125
data/raw/train/images/00001_jpg.rf.20b4c0ea70042e2ac8bcaf42dab45f38.jpg,TEAM 1,5,0.30234375,0.32890625,0.01171875,0.04609375
data/raw/train/images/00001_jpg.rf.20b4c0ea70042e2ac8bcaf42dab45f38.jpg,TEAM 1,5,0.43984375,0.39140625,0.0125,0.05078125
data/raw/train/images/00001_jpg.rf.20b4c0ea70042e2ac8bcaf42dab45f38.jpg,TEAM 1,5,0.39453125,0.29140625,0.0125,0.03125
data/raw/train/images/00001_jpg.rf.20b4c0ea70042e2ac8bcaf42dab45f38.jpg,Ball,0,0.39453125,0.3046875,0.00390625,0.00546875
data/raw/train/images/00001_jpg.rf.20b4c0ea70042e2ac8bcaf42dab45f38.jpg,Referee,4,0.5609375,0.35546875,0.0109375,0.046875
data/raw/train/images/00001_jpg.rf.20b4c0ea70042e2ac8bcaf42dab45f38.jpg,Referee,4,0.32109375,0.2765625,0.00859375,0.03203125
data/raw/train/images/00001_jpg.rf.20b4c0ea70042e2ac8bcaf42dab45f38.jpg,Corner,1,0.0328125,0.27734375,0.0140625,0.0359375
data/raw/train/images/00001_jpg.rf.fca03056a915f58eda78b70655a95fe7.jpg,TEAM 2,6,0.76953125,0.41640625,0.0125,0.06015625
data/raw/train/images/00001_jpg.rf.fca03056a915f58eda78b70655a95fe7.jpg,TEAM 2,6,0.75078125,0.36171875,0.0125,0.05
data/raw/train/images/00001_jpg.rf.fca03056a915f58eda78b70655a95fe7.jpg,TEAM 2,6,0.6703125,0.29765625,0.009375,0.03671875
data/raw/train/images/00001_jpg.rf.fca03056a915f58eda78b70655a95fe7.jpg,TEAM 2,6,0.609375,0.321875,0.0109375,0.04140625
data/raw/train/images/00001_jpg.rf.fca03056a915f58eda78b70655a95fe7.jpg,TEAM 2,6,0.57890625,0.39140625,0.01015625,0.046875
data/raw/train/images/00001_jpg.rf.fca03056a915f58eda78b70655a95fe7.jpg,TEAM 2,6,0.5328125,0.2921875,0.0078125,0.0390625
data/raw/train/images/00001_jpg.rf.fca03056a915f58eda78b70655a95fe7.jpg,TEAM 2,6,0.7046875,0.4984375,0.01796875,0.0625
data/raw/train/images/00001_jpg.rf.fca03056a915f58eda78b70655a95fe7.jpg,TEAM 2,6,0.4625,0.3578125,0.01328125,0.04765625
data/raw/train/images/00001_jpg.rf.fca03056a915f58eda78b70655a95fe7.jpg,TEAM 2,6,0.4234375,0.40234375,0.01484375,0.05234375
data/raw/train/images/00001_jpg.rf.fca03056a915f58eda78b70655a95fe7.jpg,TEAM 2,6,0.45546875,0.3234375,0.0109375,0.04296875
data/raw/train/images/00001_jpg.rf.fca03056a915f58eda78b70655a95fe7.jpg,TEAM 1,5,0.7203125,0.50625,0.0203125,0.06875
data/raw/train/images/00001_jpg.rf.fca03056a915f58eda78b70655a95fe7.jpg,TEAM 1,5,0.7140625,0.3734375,0.0109375,0.05
data/raw/train/images/00001_jpg.rf.fca03056a915f58eda78b70655a95fe7.jpg,TEAM 1,5,0.62265625,0.3171875,0.00703125,0.040625
data/raw/train/images/00001_jpg.rf.fca03056a915f58eda78b70655a95fe7.jpg,TEAM 1,5,0.5984375,0.27890625,0.0078125,0.03828125
data/raw/train/images/00001_jpg.rf.fca03056a915f58eda78b70655a95fe7.jpg,TEAM 1,5,0.61796875,0.6859375,0.03125,0.09140625
data/raw/train/images/00001_jpg.rf.fca03056a915f58eda78b70655a95fe7.jpg,TEAM 1,5,0.20390625,0.475,0.01484375,0.0625
data/raw/train/images/00001_jpg.rf.fca03056a915f58eda78b70655a95fe7.jpg,TEAM 1,5,0.246875,0.38125,0.00859375,0.053125
data/raw/train/images/00001_jpg.rf.fca03056a915f58eda78b70655a95fe7.jpg,TEAM 1,5,0.30234375,0.32890625,0.01171875,0.04609375
data/raw/train/images/00001_jpg.rf.fca03056a915f58eda78b70655a95fe7.jpg,TEAM 1,5,0.43984375,0.39140625,0.0125,0.05078125
data/raw/train/images/00001_jpg.rf.fca03056a915f58eda78b70655a95fe7.jpg,TEAM 1,5,0.39453125,0.29140625,0.0125,0.03125
data/raw/train/images/00001_jpg.rf.fca03056a915f58eda78b70655a95fe7.jpg,Ball,0,0.39453125,0.3046875,0.00390625,0.00546875
data/raw/train/images/00001_jpg.rf.fca03056a915f58eda78b70655a95fe7.jpg,Referee,4,0.5609375,0.35546875,0.0109375,0.046875
data/raw/train/images/00001_jpg.rf.fca03056a915f58eda78b70655a95fe7.jpg,Referee,4,0.32109375,0.2765625,0.00859375,0.03203125
data/raw/train/images/00001_jpg.rf.fca03056a915f58eda78b70655a95fe7.jpg,Corner,1,0.0328125,0.27734375,0.0140625,0.0359375
data/raw/train/images/00002_jpg.rf.3daa0fb6b710e2defee5c65ee24102ad.jpg,TEAM 2,6,0.80078125,0.32578125,0.00859375,0.03359375
data/raw/train/images/00002_jpg.rf.3daa0fb6b710e2defee5c65ee24102ad.jpg,TEAM 2,6,0.7015625,0.3453125,0.01015625,0.0390625
data/raw/train/images/00002_jpg.rf.3daa0fb6b710e2defee5c65ee24102ad.jpg,TEAM 2,6,0.753125,0.27578125,0.009375,0.02890625
data/raw/train/images/00002_jpg.rf.3daa0fb6b710e2defee5c65ee24102ad.jpg,TEAM 2,6,0.621875,0.35546875,0.0125,0.04140625
data/raw/train/images/00002_jpg.rf.3daa0fb6b710e2defee5c65ee24102ad.jpg,TEAM 2,6,0.2953125,0.36171875,0.0125,0.03984375
data/raw/train/images/00002_jpg.rf.3daa0fb6b710e2defee5c65ee24102ad.jpg,TEAM 2,6,0.5609375,0.40390625,0.0125,0.04609375
data/raw/train/images/00002_jpg.rf.3daa0fb6b710e2defee5c65ee24102ad.jpg,TEAM 2,6,0.4015625,0.28203125,0.01015625,0.03046875
data/raw/train/images/00002_jpg.rf.3daa0fb6b710e2defee5c65ee24102ad.jpg,TEAM 2,6,0.45703125,0.3375,0.01015625,0.03359375
data/raw/train/images/00002_jpg.rf.3daa0fb6b710e2defee5c65ee24102ad.jpg,TEAM 1,5,0.67265625,0.51015625,0.015625,0.06875
data/raw/train/images/00002_jpg.rf.3daa0fb6b710e2defee5c65ee24102ad.jpg,TEAM 1,5,0.82109375,0.4,0.0109375,0.05
data/raw/train/images/00002_jpg.rf.3daa0fb6b710e2defee5c65ee24102ad.jpg,TEAM 1,5,0.77578125,0.31171875,0.00703125,0.040625
data/raw/train/images/00002_jpg.rf.3daa0fb6b710e2defee5c65ee24102ad.jpg,TEAM 1,5,0.65625,0.28515625,0.0078125,0.03828125
data/raw/train/images/00002_jpg.rf.3daa0fb6b710e2defee5c65ee24102ad.jpg,TEAM 1,5,0.35078125,0.35703125,0.01484375,0.04375
data/raw/train/images/00002_jpg.rf.3daa0fb6b710e2defee5c65ee24102ad.jpg,TEAM 1,5,0.53828125,0.434375,0.0171875,0.05078125
data/raw/train/images/00002_jpg.rf.3daa0fb6b710e2defee5c65ee24102ad.jpg,TEAM 1,5,0.48046875,0.303125,0.009375,0.0359375
data/raw/train/images/00002_jpg.rf.3daa0fb6b710e2defee5c65ee24102ad.jpg,Referee,4,0.71328125,0.31484375,0.0109375,0.034375
data/raw/train/images/00002_jpg.rf.3daa0fb6b710e2defee5c65ee24102ad.jpg,Ball,0,0.26640625,0.45,0.00546875,0.01015625
data/raw/train/images/00002_jpg.rf.3daa0fb6b710e2defee5c65ee24102ad.jpg,TEAM 1,5,0.6765625,0.36640625,0.01015625,0.04375
data/raw/train/images/00002_jpg.rf.3daa0fb6b710e2defee5c65ee24102ad.jpg,TEAM 1,5,0.6265625,0.3296875,0.01015625,0.034375
data/raw/train/images/00002_jpg.rf.3daa0fb6b710e2defee5c65ee24102ad.jpg,TEAM 1,5,0.78984375,0.353125,0.0125,0.040625
data/raw/train/images/00002_jpg.rf.3daa0fb6b710e2defee5c65ee24102ad.jpg,GoalKeeper,2,0.128125,0.3375,0.0125,0.03984375
data/raw/train/images/00002_jpg.rf.3daa0fb6b710e2defee5c65ee24102ad.jpg,Goal_Net,3,0.05859375,0.31953125,0.0734375,0.08046875
data/raw/train/images/00002_jpg.rf.3daa0fb6b710e2defee5c65ee24102ad.jpg,TEAM 2,6,0.26640625,0.58359375,0.021875,0.06875
data/raw/train/images/00002_jpg.rf.3daa0fb6b710e2defee5c65ee24102ad.jpg,Referee,4,0.4140625,0.24453125,0.009375,0.02890625
data/raw/train/images/00002_jpg.rf.3daa0fb6b710e2defee5c65ee24102ad.jpg,Corner,1,0.23359375,0.24375,0.00703125,0.02421875
data/raw/train/images/00002_jpg.rf.3daa0fb6b710e2defee5c65ee24102ad.jpg,TEAM 2,6,0.546875,0.25625,0.009375,0.02890625
data/raw/train/images/00002_jpg.rf.5dead2ef8c376875b349d396c2b0991a.jpg,TEAM 2,6,0.80078125,0.32578125,0.00859375,0.03359375
data/raw/train/images/00002_jpg.rf.5dead2ef8c376875b349d396c2b0991a.jpg,TEAM 2,6,0.7015625,0.3453125,0.01015625,0.0390625
data/raw/train/images/00002_jpg.rf.5dead2ef8c376875b349d396c2b0991a.jpg,TEAM 2,6,0.753125,0.27578125,0.009375,0.02890625
data/raw/train/images/00002_jpg.rf.5dead2ef8c376875b349d396c2b0991a.jpg,TEAM 2,6,0.621875,0.35546875,0.0125,0.04140625
data/raw/train/images/00002_jpg.rf.5dead2ef8c376875b349d396c2b0991a.jpg,TEAM 2,6,0.2953125,0.36171875,0.0125,0.03984375
data/raw/train/images/00002_jpg.rf.5dead2ef8c376875b349d396c2b0991a.jpg,TEAM 2,6,0.5609375,0.40390625,0.0125,0.04609375
data/raw/train/images/00002_jpg.rf.5dead2ef8c376875b349d396c2b0991a.jpg,TEAM 2,6,0.4015625,0.28203125,0.01015625,0.03046875
data/raw/train/images/00002_jpg.rf.5dead2ef8c376875b349d396c2b0991a.jpg,TEAM 2,6,0.45703125,0.3375,0.01015625,0.03359375
data/raw/train/images/00002_jpg.rf.5dead2ef8c376875b349d396c2b0991a.jpg,TEAM 1,5,0.67265625,0.51015625,0.015625,0.06875
data/raw/train/images/00002_jpg.rf.5dead2ef8c376875b349d396c2b0991a.jpg,TEAM 1,5,0.82109375,0.4,0.0109375,0.05
data/raw/train/images/00002_jpg.rf.5dead2ef8c376875b349d396c2b0991a.jpg,TEAM 1,5,0.77578125,0.31171875,0.00703125,0.040625
data/raw/train/images/00002_jpg.rf.5dead2ef8c376875b349d396c2b0991a.jpg,TEAM 1,5,0.65625,0.28515625,0.0078125,0.03828125
data/raw/train/images/00002_jpg.rf.5dead2ef8c376875b349d396c2b0991a.jpg,TEAM 1,5,0.35078125,0.35703125,0.01484375,0.04375
data/raw/train/images/00002_jpg.rf.5dead2ef8c376875b349d396c2b0991a.jpg,TEAM 1,5,0.53828125,0.434375,0.0171875,0.05078125
data/raw/train/images/00002_jpg.rf.5dead2ef8c376875b349d396c2b0991a.jpg,TEAM 1,5,0.48046875,0.303125,0.009375,0.0359375
data/raw/train/images/00002_jpg.rf.5dead2ef8c376875b349d396c2b0991a.jpg,Referee,4,0.71328125,0.31484375,0.0109375,0.034375
data/raw/train/images/00002_jpg.rf.5dead2ef8c376875b349d396c2b0991a.jpg,Ball,0,0.26640625,0.45,0.00546875,0.01015625
data/raw/train/images/00002_jpg.rf.5dead2ef8c376875b349d396c2b0991a.jpg,TEAM 1,5,0.6765625,0.36640625,0.01015625,0.04375
data/raw/train/images/00002_jpg.rf.5dead2ef8c376875b349d396c2b0991a.jpg,TEAM 1,5,0.6265625,0.3296875,0.01015625,0.034375
data/raw/train/images/00002_jpg.rf.5dead2ef8c376875b349d396c2b0991a.jpg,TEAM 1,5,0.78984375,0.353125,0.0125,0.040625
data/raw/train/images/00002_jpg.rf.5dead2ef8c376875b349d396c2b0991a.jpg,GoalKeeper,2,0.128125,0.3375,0.0125,0.03984375
data/raw/train/images/00002_jpg.rf.5dead2ef8c376875b349d396c2b0991a.jpg,Goal_Net,3,0.05859375,0.31953125,0.0734375,0.08046875
data/raw/train/images/00002_jpg.rf.5dead2ef8c376875b349d396c2b0991a.jpg,TEAM 2,6,0.26640625,0.58359375,0.021875,0.06875
data/raw/train/images/00002_jpg.rf.5dead2ef8c376875b349d396c2b0991a.jpg,Referee,4,0.4140625,0.24453125,0.009375,0.02890625
data/raw/train/images/00002_jpg.rf.5dead2ef8c376875b349d396c2b0991a.jpg,Corner,1,0.23359375,0.24375,0.00703125,0.02421875
data/raw/train/images/00002_jpg.rf.5dead2ef8c376875b349d396c2b0991a.jpg,TEAM 2,6,0.546875,0.25625,0.009375,0.02890625
data/raw/train/images/00002_jpg.rf.bdc169429e42ba104d7671927d2cc7d3.jpg,TEAM 2,6,0.80078125,0.32578125,0.00859375,0.03359375
data/raw/train/images/00002_jpg.rf.bdc169429e42ba104d7671927d2cc7d3.jpg,TEAM 2,6,0.7015625,0.3453125,0.01015625,0.0390625
data/raw/train/images/00002_jpg.rf.bdc169429e42ba104d7671927d2cc7d3.jpg,TEAM 2,6,0.753125,0.27578125,0.009375,0.02890625
data/raw/train/images/00002_jpg.rf.bdc169429e42ba104d7671927d2cc7d3.jpg,TEAM 2,6,0.621875,0.35546875,0.0125,0.04140625
data/raw/train/images/00002_jpg.rf.bdc169429e42ba104d7671927d2cc7d3.jpg,TEAM 2,6,0.2953125,0.36171875,0.0125,0.03984375
data/raw/train/images/00002_jpg.rf.bdc169429e42ba104d7671927d2cc7d3.jpg,TEAM 2,6,0.5609375,0.40390625,0.0125,0.04609375
data/raw/train/images/00002_jpg.rf.bdc169429e42ba104d7671927d2cc7d3.jpg,TEAM 2,6,0.4015625,0.28203125,0.01015625,0.03046875
data/raw/train/images/00002_jpg.rf.bdc169429e42ba104d7671927d2cc7d3.jpg,TEAM 2,6,0.45703125,0.3375,0.01015625,0.03359375
data/raw/train/images/00002_jpg.rf.bdc169429e42ba104d7671927d2cc7d3.jpg,TEAM 1,5,0.67265625,0.51015625,0.015625,0.06875
data/raw/train/images/00002_jpg.rf.bdc169429e42ba104d7671927d2cc7d3.jpg,TEAM 1,5,0.82109375,0.4,0.0109375,0.05
data/raw/train/images/00002_jpg.rf.bdc169429e42ba104d7671927d2cc7d3.jpg,TEAM 1,5,0.77578125,0.31171875,0.00703125,0.040625
data/raw/train/images/00002_jpg.rf.bdc169429e42ba104d7671927d2cc7d3.jpg,TEAM 1,5,0.65625,0.28515625,0.0078125,0.03828125
data/raw/train/images/00002_jpg.rf.bdc169429e42ba104d7671927d2cc7d3.jpg,TEAM 1,5,0.35078125,0.35703125,0.01484375,0.04375
data/raw/train/images/00002_jpg.rf.bdc169429e42ba104d7671927d2cc7d3.jpg,TEAM 1,5,0.53828125,0.434375,0.0171875,0.05078125
data/raw/train/images/00002_jpg.rf.bdc169429e42ba104d7671927d2cc7d3.jpg,TEAM 1,5,0.48046875,0.303125,0.009375,0.0359375
data/raw/train/images/00002_jpg.rf.bdc169429e42ba104d7671927d2cc7d3.jpg,Referee,4,0.71328125,0.31484375,0.0109375,0.034375
data/raw/train/images/00002_jpg.rf.bdc169429e42ba104d7671927d2cc7d3.jpg,Ball,0,0.26640625,0.45,0.00546875,0.01015625
data/raw/train/images/00002_jpg.rf.bdc169429e42ba104d7671927d2cc7d3.jpg,TEAM 1,5,0.6765625,0.36640625,0.01015625,0.04375
data/raw/train/images/00002_jpg.rf.bdc169429e42ba104d7671927d2cc7d3.jpg,TEAM 1,5,0.6265625,0.3296875,0.01015625,0.034375
data/raw/train/images/00002_jpg.rf.bdc169429e42ba104d7671927d2cc7d3.jpg,TEAM 1,5,0.78984375,0.353125,0.0125,0.040625
data/raw/train/images/00002_jpg.rf.bdc169429e42ba104d7671927d2cc7d3.jpg,GoalKeeper,2,0.128125,0.3375,0.0125,0.03984375
data/raw/train/images/00002_jpg.rf.bdc169429e42ba104d7671927d2cc7d3.jpg,Goal_Net,3,0.05859375,0.31953125,0.0734375,0.08046875
data/raw/train/images/00002_jpg.rf.bdc169429e42ba104d7671927d2cc7d3.jpg,TEAM 2,6,0.26640625,0.58359375,0.021875,0.06875
data/raw/train/images/00002_jpg.rf.bdc169429e42ba104d7671927d2cc7d3.jpg,Referee,4,0.4140625,0.24453125,0.009375,0.02890625
data/raw/train/images/00002_jpg.rf.bdc169429e42ba104d7671927d2cc7d3.jpg,Corner,1,0.23359375,0.24375,0.00703125,0.02421875
data/raw/train/images/00002_jpg.rf.bdc169429e42ba104d7671927d2cc7d3.jpg,TEAM 2,6,0.546875,0.25625,0.009375,0.02890625
data/raw/train/images/00003_jpg.rf.0dd3100b3a49fecaf289b7f697be4e67.jpg,TEAM 2,6,0.3171875,0.48984375,0.01328125,0.04765625
data/raw/train/images/00003_jpg.rf.0dd3100b3a49fecaf289b7f697be4e67.jpg,TEAM 2,6,0.57578125,0.33125,0.009375,0.03515625
data/raw/train/images/00003_jpg.rf.0dd3100b3a49fecaf289b7f697be4e67.jpg,TEAM 2,6,0.32578125,0.3296875,0.00625,0.03125
data/raw/train/images/00003_jpg.rf.0dd3100b3a49fecaf289b7f697be4e67.jpg,TEAM 2,6,0.49609375,0.4390625,0.01484375,0.04609375
data/raw/train/images/00003_jpg.rf.0dd3100b3a49fecaf289b7f697be4e67.jpg,TEAM 1,5,0.2171875,0.63671875,0.01640625,0.0703125
data/raw/train/images/00003_jpg.rf.0dd3100b3a49fecaf289b7f697be4e67.jpg,TEAM 1,5,0.4609375,0.49765625,0.0171875,0.05078125
data/raw/train/images/00003_jpg.rf.0dd3100b3a49fecaf289b7f697be4e67.jpg,TEAM 1,5,0.434375,0.41875,0.009375,0.04375
data/raw/train/images/00003_jpg.rf.0dd3100b3a49fecaf289b7f697be4e67.jpg,Ball,0,0.834375,0.40234375,0.00546875,0.0078125
data/raw/train/images/00003_jpg.rf.0dd3100b3a49fecaf289b7f697be4e67.jpg,TEAM 1,5,0.3953125,0.371875,0.00859375,0.03515625
data/raw/train/images/00003_jpg.rf.0dd3100b3a49fecaf289b7f697be4e67.jpg,Referee,4,0.3953125,0.41015625,0.01015625,0.04296875
data/raw/train/images/00003_jpg.rf.0dd3100b3a49fecaf289b7f697be4e67.jpg,TEAM 2,6,0.271875,0.43359375,0.00859375,0.04453125
data/raw/train/images/00003_jpg.rf.0dd3100b3a49fecaf289b7f697be4e67.jpg,Goal_Net,3,0.77578125,0.34140625,0.06640625,0.06796875
data/raw/train/images/00003_jpg.rf.0dd3100b3a49fecaf289b7f697be4e67.jpg,GoalKeeper,2,0.81640625,0.375,0.01015625,0.03671875
data/raw/train/images/00003_jpg.rf.0dd3100b3a49fecaf289b7f697be4e67.jpg,TEAM 1,5,0.278125,0.48203125,0.01171875,0.0484375
data/raw/train/images/00003_jpg.rf.0dd3100b3a49fecaf289b7f697be4e67.jpg,TEAM 1,5,0.228125,0.4328125,0.009375,0.04375
data/raw/train/images/00003_jpg.rf.0dd3100b3a49fecaf289b7f697be4e67.jpg,TEAM 1,5,0.134375,0.4140625,0.0109375,0.04140625
data/raw/train/images/00003_jpg.rf.0dd3100b3a49fecaf289b7f697be4e67.jpg,TEAM 1,5,0.121875,0.46171875,0.01015625,0.04921875
data/raw/train/images/00003_jpg.rf.0dd3100b3a49fecaf289b7f697be4e67.jpg,TEAM 1,5,0.10859375,0.55234375,0.01484375,0.06015625
data/raw/train/images/00003_jpg.rf.0dd3100b3a49fecaf289b7f697be4e67.jpg,TEAM 1,5,0.21953125,0.35234375,0.009375,0.034375
data/raw/train/images/00003_jpg.rf.0dd3100b3a49fecaf289b7f697be4e67.jpg,TEAM 2,6,0.19140625,0.409375,0.0109375,0.04453125
data/raw/train/images/00003_jpg.rf.0dd3100b3a49fecaf289b7f697be4e67.jpg,TEAM 2,6,0.1359375,0.47578125,0.01484375,0.05078125
data/raw/train/images/00003_jpg.rf.0dd3100b3a49fecaf289b7f697be4e67.jpg,TEAM 2,6,0.1421875,0.59296875,0.01328125,0.06328125
data/raw/train/images/00003_jpg.rf.0dd3100b3a49fecaf289b7f697be4e67.jpg,TEAM 2,6,0.396875,0.6796875,0.0140625,0.0703125
data/raw/train/images/00003_jpg.rf.0dd3100b3a49fecaf289b7f697be4e67.jpg,TEAM 2,6,0.9625,0.43828125,0.01796875,0.04375
data/raw/train/images/00003_jpg.rf.0dd3100b3a49fecaf289b7f697be4e67.jpg,Corner,1,0.60546875,0.284375,0.00625,0.028125
data/raw/train/images/00003_jpg.rf.0dd3100b3a49fecaf289b7f697be4e67.jpg,Referee,4,0.12578125,0.3328125,0.00703125,0.028125
data/raw/train/images/00003_jpg.rf.20fbaf5f6ad4d7e0b1714b6bcf19906f.jpg,TEAM 2,6,0.3171875,0.48984375,0.01328125,0.04765625
data/raw/train/images/00003_jpg.rf.20fbaf5f6ad4d7e0b1714b6bcf19906f.jpg,TEAM 2,6,0.57578125,0.33125,0.009375,0.03515625
data/raw/train/images/00003_jpg.rf.20fbaf5f6ad4d7e0b1714b6bcf19906f.jpg,TEAM 2,6,0.32578125,0.3296875,0.00625,0.03125
data/raw/train/images/00003_jpg.rf.20fbaf5f6ad4d7e0b1714b6bcf19906f.jpg,TEAM 2,6,0.49609375,0.4390625,0.01484375,0.04609375
data/raw/train/images/00003_jpg.rf.20fbaf5f6ad4d7e0b1714b6bcf19906f.jpg,TEAM 1,5,0.2171875,0.63671875,0.01640625,0.0703125
data/raw/train/images/00003_jpg.rf.20fbaf5f6ad4d7e0b1714b6bcf19906f.jpg,TEAM 1,5,0.4609375,0.49765625,0.0171875,0.05078125
